,YTID,start_seconds,end_seconds,positive_labels,tags_k,tags,num_keys,num_tags
2887,6Xih-QqZEPk,320.0,330.0,"/m/01g90h,/m/09x0r","['/m/01g90h', '/m/09x0r']","['Human Sounds', 'Human Sounds']",2,2
2888,6Xp4hkZctIw,30.0,40.0,"/m/02mk9,/t/dd00067,/t/dd00130","['/m/02mk9', '/t/dd00067', '/t/dd00130']","['Sounds of things', 'Sounds of things', 'Sounds of things']",3,3
2889,6Y9cje91K4A,100.0,110.0,"/m/04rlf,/m/07rn7sz","['/m/04rlf', '/m/07rn7sz']","['Music', 'Sounds of things']",2,2
2890,6YXjJ6ABnZU,20.0,30.0,"/m/01hgjl,/m/02lkt,/m/04rlf,/m/09x0r","['/m/01hgjl', '/m/02lkt', '/m/04rlf', '/m/09x0r']","['Music', 'Music', 'Music', 'Human Sounds']",4,4
2891,6YZDY6m9MAY,160.0,170.0,/m/07p9k1k,['/m/07p9k1k'],['Source-ambiguous sounds'],1,1
2892,6YicR55sWNA,30.0,40.0,"/m/07qcpgn,/m/09x0r","['/m/07qcpgn', '/m/09x0r']","['Sounds of things', 'Human Sounds']",2,2
2893,6YwVdS9GNg0,70.0,80.0,/m/01g90h,['/m/01g90h'],['Human Sounds'],1,1
2894,6Z5ZTGLAQZY,5.0,15.0,"/m/04rlf,/t/dd00003","['/m/04rlf', '/t/dd00003']","['Music', 'Human Sounds']",2,2
2895,6ZQNm2AnloQ,30.0,40.0,"/m/04rlf,/m/05rj2","['/m/04rlf', '/m/05rj2']","['Music', 'Sounds of things']",2,2
2896,6_AquUsq2t0,30.0,40.0,"/m/04rlf,/m/07rjzl8,/m/09x0r","['/m/04rlf', '/m/07rjzl8', '/m/09x0r']","['Music', 'Sounds of things', 'Human Sounds']",3,3
2897,6_P0mSAcmX0,80.0,90.0,"/m/07p9k1k,/m/07ptfmf","['/m/07p9k1k', '/m/07ptfmf']","['Source-ambiguous sounds', 'Sounds of things']",2,2
2898,6_SgqyBAPv0,190.0,200.0,/m/01yg9g,['/m/01yg9g'],['Sounds of things'],1,1
2899,6_fl1xxZ2j4,30.0,40.0,"/m/07pl1bw,/m/07plct2,/m/083vt","['/m/07pl1bw', '/m/07plct2', '/m/083vt']","['Sounds of things', 'Source-ambiguous sounds', 'Sounds of things']",3,3
2900,6aMqUvx818k,0.0,10.0,"/m/03v3yw,/m/09x0r","['/m/03v3yw', '/m/09x0r']","['Sounds of things', 'Human Sounds']",2,2
2901,6aVDXoU2j2M,440.0,450.0,"/m/015lz1,/m/04rlf,/m/07rwj3x,/m/07sr1lc","['/m/015lz1', '/m/04rlf', '/m/07rwj3x', '/m/07sr1lc']","['Human Sounds', 'Music', 'Human Sounds', 'Human Sounds']",4,4
2902,6amwf4K7CT8,110.0,120.0,"/m/02g901,/m/09x0r","['/m/02g901', '/m/09x0r']","['Sounds of things', 'Human Sounds']",2,2
2903,6b5Mkic_954,80.0,90.0,"/m/01v_m0,/m/0hdsk","['/m/01v_m0', '/m/0hdsk']","['Source-ambiguous sounds', 'Source-ambiguous sounds']",2,2
2904,6b6KOxd2jck,13.0,23.0,"/m/03k3r,/m/07q5rw0,/m/07rv9rh,/m/09x0r,/m/0jbk","['/m/03k3r', '/m/07q5rw0', '/m/07rv9rh', '/m/09x0r', '/m/0jbk']","['Animal', 'Animal', 'Animal', 'Human Sounds', 'Animal']",5,5
2905,6bGL2nBJpuE,30.0,40.0,/m/07r4wb8,['/m/07r4wb8'],['Sounds of things'],1,1
2906,6bMJVOjgEc0,250.0,260.0,"/m/02mk9,/m/07yv9,/t/dd00088","['/m/02mk9', '/m/07yv9', '/t/dd00088']","['Sounds of things', 'Sounds of things', 'Sounds of things']",3,3
2907,6bW8Y0nSc0g,30.0,40.0,"/m/04rlf,/m/07qwdck","['/m/04rlf', '/m/07qwdck']","['Music', 'Source-ambiguous sounds']",2,2
2908,6c-5b9sj35o,30.0,40.0,"/m/01yrx,/m/068hy,/m/07qrkrw,/m/07r81j2,/m/0jbk","['/m/01yrx', '/m/068hy', '/m/07qrkrw', '/m/07r81j2', '/m/0jbk']","['Animal', 'Animal', 'Animal', 'Animal', 'Animal']",5,5
2909,6c6uMuN42bk,80.0,90.0,/m/01w250,['/m/01w250'],['Human Sounds'],1,1
2910,6cQbxwbBqqI,260.0,270.0,"/m/04rlf,/m/04szw,/m/07xzm,/m/09x0r,/m/0fx80y","['/m/04rlf', '/m/04szw', '/m/07xzm', '/m/09x0r', '/m/0fx80y']","['Music', 'Music', 'Music', 'Human Sounds', 'Music']",5,5
2911,6dFCMXNlmzQ,20.0,30.0,/m/0mkg,['/m/0mkg'],['Music'],1,1
2912,6dLGxtbZ-T0,120.0,130.0,"/m/04rlf,/m/07lnk","['/m/04rlf', '/m/07lnk']","['Music', 'Music']",2,2
2913,6de_mfVMVik,50.0,60.0,"/m/03cl9h,/m/07yv9,/m/09x0r","['/m/03cl9h', '/m/07yv9', '/m/09x0r']","['Sounds of things', 'Sounds of things', 'Human Sounds']",3,3
2914,6df5BScfvHs,30.0,40.0,"/m/09x0r,/m/0l14jd,/t/dd00003","['/m/09x0r', '/m/0l14jd', '/t/dd00003']","['Human Sounds', 'Human Sounds', 'Human Sounds']",3,3
2915,6dhpe65QOcc,16.0,26.0,"/m/012n7d,/m/012ndj,/m/03j1ly,/m/03kmc9","['/m/012n7d', '/m/012ndj', '/m/03j1ly', '/m/03kmc9']","['Sounds of things', 'Sounds of things', 'Sounds of things', 'Sounds of things']",4,4
2916,6dxpkuJZ4mQ,260.0,270.0,"/m/03p19w,/m/04rlf","['/m/03p19w', '/m/04rlf']","['Sounds of things', 'Music']",2,2
2917,6e0F1Y6aMZk,30.0,40.0,"/m/02qldy,/m/04rlf,/m/05zppz,/m/09x0r,/m/0brhx","['/m/02qldy', '/m/04rlf', '/m/05zppz', '/m/09x0r', '/m/0brhx']","['Human Sounds', 'Music', 'Human Sounds', 'Human Sounds', 'Human Sounds']",5,5
2918,6eAnoN0hsE8,490.0,500.0,/m/01g90h,['/m/01g90h'],['Human Sounds'],1,1
2919,6eE83gQGrFg,0.0,10.0,"/m/015p6,/m/020bb7,/m/07pggtn","['/m/015p6', '/m/020bb7', '/m/07pggtn']","['Animal', 'Animal', 'Animal']",3,3
2920,6eOcgtRy4Vw,410.0,420.0,"/m/015lz1,/m/04rlf,/m/07q4ntr","['/m/015lz1', '/m/04rlf', '/m/07q4ntr']","['Human Sounds', 'Music', 'Human Sounds']",3,3
2921,6eRqimJC1TU,20.0,30.0,"/m/04rlf,/m/0m0jc","['/m/04rlf', '/m/0m0jc']","['Music', 'Music']",2,2
2922,6eY2DJBdRnU,70.0,80.0,/m/04fgwm,['/m/04fgwm'],['Sounds of things'],1,1
2923,6elnFyuUnaU,300.0,310.0,"/m/01kcd,/m/0319l","['/m/01kcd', '/m/0319l']","['Music', 'Music']",2,2
2924,6en8vahLsWg,570.0,580.0,/m/07plct2,['/m/07plct2'],['Source-ambiguous sounds'],1,1
2925,6eqjdgiGAsE,10.0,20.0,"/m/07r04,/m/07yv9,/m/09x0r,/t/dd00129,/t/dd00130","['/m/07r04', '/m/07yv9', '/m/09x0r', '/t/dd00129', '/t/dd00130']","['Sounds of things', 'Sounds of things', 'Human Sounds', 'Channel environment and background', 'Sounds of things']",5,5
2926,6ewVr6SG7iY,40.0,50.0,"/m/04rlf,/m/07p6fty","['/m/04rlf', '/m/07p6fty']","['Music', 'Human Sounds']",2,2
2927,6f83cfTbw0c,30.0,40.0,"/m/026fgl,/m/0f8s22","['/m/026fgl', '/m/0f8s22']","['Music', 'Music']",2,2
2928,6f9hp7CJn64,40.0,50.0,"/m/03qtwd,/m/053hz1,/t/dd00135","['/m/03qtwd', '/m/053hz1', '/t/dd00135']","['Human Sounds', 'Human Sounds', 'Human Sounds']",3,3
2929,6fVpEKC5JkY,60.0,70.0,"/m/0463cq4,/m/04rlf,/m/09x0r","['/m/0463cq4', '/m/04rlf', '/m/09x0r']","['Human Sounds', 'Music', 'Human Sounds']",3,3
2930,6fZbqPdjOWI,210.0,220.0,"/m/03dnzn,/m/0838f","['/m/03dnzn', '/m/0838f']","['Sounds of things', 'Natural Sounds']",2,2
2931,6foahjk6QXU,220.0,230.0,"/m/023vsd,/m/07pdjhy,/m/083vt","['/m/023vsd', '/m/07pdjhy', '/m/083vt']","['Sounds of things', 'Source-ambiguous sounds', 'Sounds of things']",3,3
2932,6fxzDQJ0AqI,30.0,40.0,"/m/02mk9,/t/dd00066","['/m/02mk9', '/t/dd00066']","['Sounds of things', 'Sounds of things']",2,2
2933,6g0yZDMBXiE,40.0,50.0,/m/074ft,['/m/074ft'],['Music'],1,1
2934,6g2kz0QNYts,70.0,80.0,"/g/122z_qxw,/m/09x0r,/m/0g6b5","['/g/122z_qxw', '/m/09x0r', '/m/0g6b5']","['Sounds of things', 'Human Sounds', 'Sounds of things']",3,3
2935,6gAInizlVKw,60.0,70.0,"/m/068hy,/m/09x0r,/m/0bt9lr,/m/0jbk,/m/0lyf6","['/m/068hy', '/m/09x0r', '/m/0bt9lr', '/m/0jbk', '/m/0lyf6']","['Animal', 'Human Sounds', 'Animal', 'Animal', 'Human Sounds']",5,5
2936,6gELF9ByMCc,5.0,15.0,/m/030rvx,['/m/030rvx'],['Sounds of things'],1,1
2937,6gOjRqlgk_Y,30.0,40.0,"/m/0199g,/m/04rlf,/m/07yv9,/m/09x0r","['/m/0199g', '/m/04rlf', '/m/07yv9', '/m/09x0r']","['Sounds of things', 'Music', 'Sounds of things', 'Human Sounds']",4,4
2938,6gTrMRQPZMU,200.0,210.0,"/m/013y1f,/m/01s0ps,/m/03xq_f,/m/05148p4,/m/05r5c","['/m/013y1f', '/m/01s0ps', '/m/03xq_f', '/m/05148p4', '/m/05r5c']","['Music', 'Music', 'Music', 'Music', 'Music']",5,5
2939,6gtgyvUGAgw,410.0,420.0,"/m/07phhsh,/m/09x0r","['/m/07phhsh', '/m/09x0r']","['Source-ambiguous sounds', 'Human Sounds']",2,2
2940,6hEx-wgrdAw,40.0,50.0,"/m/02dgv,/m/07yv9,/m/0k4j","['/m/02dgv', '/m/07yv9', '/m/0k4j']","['Sounds of things', 'Sounds of things', 'Sounds of things']",3,3
2941,6hPHV1jj53E,3.0,13.0,"/m/07qmpdm,/m/09x0r","['/m/07qmpdm', '/m/09x0r']","['Source-ambiguous sounds', 'Human Sounds']",2,2
2942,6hj2F5xvGYE,30.0,40.0,/t/dd00003,['/t/dd00003'],['Human Sounds'],1,1
2943,6i8NJqD6sos,280.0,290.0,"/m/01h8n0,/m/04rlf,/m/09x0r","['/m/01h8n0', '/m/04rlf', '/m/09x0r']","['Human Sounds', 'Music', 'Human Sounds']",3,3
2944,6iBDxl3110Q,0.0,10.0,"/m/04rlf,/m/07hvw1","['/m/04rlf', '/m/07hvw1']","['Music', 'Channel environment and background']",2,2
2945,6iBqrTDawM4,440.0,450.0,/m/0316dw,['/m/0316dw'],['Sounds of things'],1,1
2946,6iM8pWF0BMo,330.0,340.0,"/m/01xq0k1,/m/07rpkh9,/m/0ch8v","['/m/01xq0k1', '/m/07rpkh9', '/m/0ch8v']","['Animal', 'Animal', 'Animal']",3,3
2947,6iZ49s7eH5g,300.0,310.0,"/m/04rlf,/m/0gywn","['/m/04rlf', '/m/0gywn']","['Music', 'Music']",2,2
2948,6iawZ-TzFoo,4.0,14.0,"/m/07r660_,/m/09x0r","['/m/07r660_', '/m/09x0r']","['Human Sounds', 'Human Sounds']",2,2
2949,6ibh38autyA,30.0,40.0,"/m/02mk9,/m/07pb8fc,/m/07q2z82,/m/07yv9,/m/09x0r,/m/0k4j,/t/dd00066,/t/dd00130","['/m/02mk9', '/m/07pb8fc', '/m/07q2z82', '/m/07yv9', '/m/09x0r', '/m/0k4j', '/t/dd00066', '/t/dd00130']","['Sounds of things', 'Sounds of things', 'Sounds of things', 'Sounds of things', 'Human Sounds', 'Sounds of things', 'Sounds of things', 'Sounds of things']",8,8
2950,6ipDwi_KdlE,40.0,50.0,/m/01d3sd,['/m/01d3sd'],['Human Sounds'],1,1
2951,6iyinlZEgS4,40.0,50.0,"/m/02lkt,/m/03wwcy,/m/04rlf,/m/04szw,/m/07r67yg,/m/09x0r","['/m/02lkt', '/m/03wwcy', '/m/04rlf', '/m/04szw', '/m/07r67yg', '/m/09x0r']","['Music', 'Sounds of things', 'Music', 'Music', 'Sounds of things', 'Human Sounds']",6,6
2952,6j76kSyiOCA,90.0,100.0,/m/014zdl,['/m/014zdl'],['Sounds of things'],1,1
2953,6jYXc4YYsTY,140.0,150.0,"/m/013y1f,/m/03gvt","['/m/013y1f', '/m/03gvt']","['Music', 'Music']",2,2
2954,6j_0JxixrG8,30.0,40.0,"/m/032s66,/m/0_1c","['/m/032s66', '/m/0_1c']","['Sounds of things', 'Sounds of things']",2,2
2955,6jeq5lP5Up0,30.0,40.0,"/m/0155w,/m/04rlf","['/m/0155w', '/m/04rlf']","['Music', 'Music']",2,2
2956,6k6tF0s0lNs,260.0,270.0,"/m/01b9nn,/m/02rr_,/m/0342h,/m/04rlf,/m/04szw,/m/0fx80y","['/m/01b9nn', '/m/02rr_', '/m/0342h', '/m/04rlf', '/m/04szw', '/m/0fx80y']","['Channel environment and background', 'Sounds of things', 'Music', 'Music', 'Music', 'Music']",6,6
2957,6kEVmrfasFE,100.0,110.0,"/m/068zj,/m/0jbk,/t/dd00129","['/m/068zj', '/m/0jbk', '/t/dd00129']","['Animal', 'Animal', 'Channel environment and background']",3,3
2958,6kJNnElIDs8,30.0,40.0,"/m/04rlf,/t/dd00003","['/m/04rlf', '/t/dd00003']","['Music', 'Human Sounds']",2,2
2959,6kQcdo770RM,30.0,40.0,"/m/04rlf,/t/dd00032","['/m/04rlf', '/t/dd00032']","['Music', 'Music']",2,2
2960,6kYZXki6D7Q,40.0,50.0,/m/03l9g,['/m/03l9g'],['Sounds of things'],1,1
2961,6kesVnpb3gg,100.0,110.0,"/m/023vsd,/m/07pdjhy","['/m/023vsd', '/m/07pdjhy']","['Sounds of things', 'Source-ambiguous sounds']",2,2
2962,6kguB8XWB64,40.0,50.0,"/m/032s66,/m/073cg4","['/m/032s66', '/m/073cg4']","['Sounds of things', 'Sounds of things']",2,2
2963,6kijTMUqcMI,0.0,10.0,"/m/07pqn27,/m/09x0r","['/m/07pqn27', '/m/09x0r']","['Source-ambiguous sounds', 'Human Sounds']",2,2
2964,6kwlViY_wIg,7.0,17.0,/m/07pxg6y,['/m/07pxg6y'],['Sounds of things'],1,1
2965,6l8elU3VEBE,330.0,340.0,"/m/04rlf,/m/05tny_,/m/09x0r,/t/dd00125","['/m/04rlf', '/m/05tny_', '/m/09x0r', '/t/dd00125']","['Music', 'Animal', 'Human Sounds', 'Channel environment and background']",4,4
2966,6lPgzqrvHHw,280.0,290.0,"/m/03_d0,/m/04rlf","['/m/03_d0', '/m/04rlf']","['Music', 'Music']",2,2
2967,6lPw0wKu7_M,180.0,190.0,"/m/013y1f,/m/01s0ps,/m/03xq_f,/m/05148p4,/m/05r5c","['/m/013y1f', '/m/01s0ps', '/m/03xq_f', '/m/05148p4', '/m/05r5c']","['Music', 'Music', 'Music', 'Music', 'Music']",5,5
2968,6lgH1cWR4Wo,21.0,31.0,"/m/02dgv,/m/09x0r","['/m/02dgv', '/m/09x0r']","['Sounds of things', 'Human Sounds']",2,2
2969,6lhRhz7Ki_0,30.0,40.0,"/m/026fgl,/m/03m9d0z,/m/0f8s22","['/m/026fgl', '/m/03m9d0z', '/m/0f8s22']","['Music', 'Natural Sounds', 'Music']",3,3
2970,6liq2ueoVMM,0.0,10.0,"/m/07qyrcz,/m/09x0r","['/m/07qyrcz', '/m/09x0r']","['Source-ambiguous sounds', 'Human Sounds']",2,2
2971,6lx1_HygVcM,10.0,20.0,/m/096m7z,['/m/096m7z'],['Channel environment and background'],1,1
2972,6m2isJwFrEM,190.0,200.0,"/m/01m4t,/m/09x0r","['/m/01m4t', '/m/09x0r']","['Sounds of things', 'Human Sounds']",2,2
2973,6m4k0yEqvsw,10.0,20.0,/m/0hdsk,['/m/0hdsk'],['Source-ambiguous sounds'],1,1
2974,6m5hv5BX7KU,40.0,50.0,"/m/04rlf,/m/07p7b8y,/m/09x0r","['/m/04rlf', '/m/07p7b8y', '/m/09x0r']","['Music', 'Sounds of things', 'Human Sounds']",3,3
2975,6mBd8XtwkvM,30.0,40.0,"/m/019jd,/m/02rlv9,/m/034srq,/m/056ks2,/m/05kq4","['/m/019jd', '/m/02rlv9', '/m/034srq', '/m/056ks2', '/m/05kq4']","['Sounds of things', 'Sounds of things', 'Natural Sounds', 'Sounds of things', 'Natural Sounds']",5,5
2976,6mH77gmb5HM,30.0,40.0,"/m/07ptzwd,/m/0838f,/t/dd00088","['/m/07ptzwd', '/m/0838f', '/t/dd00088']","['Sounds of things', 'Natural Sounds', 'Sounds of things']",3,3
2977,6mSFHoHJJ3Q,440.0,450.0,"/m/03vt0,/m/09f96,/m/0h2mp","['/m/03vt0', '/m/09f96', '/m/0h2mp']","['Animal', 'Animal', 'Animal']",3,3
2978,6mdPZ4dRYMo,30.0,40.0,/m/0chx_,['/m/0chx_'],['Channel environment and background'],1,1
2979,6mfXuEKrxAo,30.0,40.0,/m/07pkxdp,['/m/07pkxdp'],['Music'],1,1
2980,6mi89T0OyjA,30.0,40.0,"/m/05x_td,/m/09x0r,/t/dd00125","['/m/05x_td', '/m/09x0r', '/t/dd00125']","['Sounds of things', 'Human Sounds', 'Channel environment and background']",3,3
2981,6noQGz52q0k,26.0,36.0,"/m/01b9nn,/m/07qmpdm","['/m/01b9nn', '/m/07qmpdm']","['Channel environment and background', 'Source-ambiguous sounds']",2,2
2982,6nrVqPkhJjU,80.0,90.0,"/m/02yds9,/m/0jbk","['/m/02yds9', '/m/0jbk']","['Animal', 'Animal']",2,2
2983,6o0es8k9Jx8,30.0,40.0,/m/07rbp7_,['/m/07rbp7_'],['Source-ambiguous sounds'],1,1
2984,6o6DsSnbpxE,60.0,70.0,"/m/015lz1,/m/04rlf,/m/06cqb","['/m/015lz1', '/m/04rlf', '/m/06cqb']","['Human Sounds', 'Music', 'Music']",3,3
2985,6o8PU_E-4cg,2.0,12.0,/m/07ryjzk,['/m/07ryjzk'],['Source-ambiguous sounds'],1,1
2986,6oEWGoNoOCE,180.0,190.0,"/m/025rv6n,/m/07qwf61,/m/0dbvp","['/m/025rv6n', '/m/07qwf61', '/m/0dbvp']","['Animal', 'Animal', 'Animal']",3,3
2987,6oUbMSx8QQE,50.0,60.0,"/m/015lz1,/m/016cjb,/m/04rlf","['/m/015lz1', '/m/016cjb', '/m/04rlf']","['Human Sounds', 'Music', 'Music']",3,3
2988,6o_34a_o_1s,18.0,28.0,"/m/01rd7k,/m/025rv6n,/m/07svc2k","['/m/01rd7k', '/m/025rv6n', '/m/07svc2k']","['Animal', 'Animal', 'Animal']",3,3
2989,6og50XOZeIk,10.0,20.0,"/m/01qbl,/m/026t6,/m/02hnl,/m/02k_mr,/m/03qtq,/m/03t3fj,/m/06rvn,/m/0bm02,/m/0l14md","['/m/01qbl', '/m/026t6', '/m/02hnl', '/m/02k_mr', '/m/03qtq', '/m/03t3fj', '/m/06rvn', '/m/0bm02', '/m/0l14md']","['Music', 'Music', 'Music', 'Music', 'Music', 'Music', 'Music', 'Music', 'Music']",9,9
2990,6oi1zGOIo7I,30.0,40.0,"/m/07pjjrj,/m/07rdhzs","['/m/07pjjrj', '/m/07rdhzs']","['Source-ambiguous sounds', 'Source-ambiguous sounds']",2,2
2991,6oqbYipROOs,30.0,40.0,"/m/02p0sh1,/m/04rlf","['/m/02p0sh1', '/m/04rlf']","['Music', 'Music']",2,2
2992,6oxzYHDgFaA,180.0,190.0,"/m/0261r1,/m/09x0r,/t/dd00126","['/m/0261r1', '/m/09x0r', '/t/dd00126']","['Human Sounds', 'Human Sounds', 'Channel environment and background']",3,3
2993,6p4YV8ISD1k,250.0,260.0,"/m/01d3sd,/m/04rlf,/m/09x0r","['/m/01d3sd', '/m/04rlf', '/m/09x0r']","['Human Sounds', 'Music', 'Human Sounds']",3,3
2994,6pELoW59vq0,30.0,40.0,/m/07pczhz,['/m/07pczhz'],['Sounds of things'],1,1
2995,6pg6tQztdg0,30.0,40.0,"/m/024dl,/m/09x0r","['/m/024dl', '/m/09x0r']","['Sounds of things', 'Human Sounds']",2,2
2996,6pifhdQ0pdg,10.0,20.0,"/m/012f08,/m/07r04,/m/07yv9,/m/09x0r,/m/0btp2,/m/0k4j","['/m/012f08', '/m/07r04', '/m/07yv9', '/m/09x0r', '/m/0btp2', '/m/0k4j']","['Sounds of things', 'Sounds of things', 'Sounds of things', 'Human Sounds', 'Sounds of things', 'Sounds of things']",6,6
2997,6q9gT-3YmsU,230.0,240.0,/m/08p9q4,['/m/08p9q4'],['Channel environment and background'],1,1
2998,6qY1ojVpxB4,30.0,40.0,"/m/04rlf,/t/dd00003","['/m/04rlf', '/t/dd00003']","['Music', 'Human Sounds']",2,2
2999,6qi1KV9MoO0,110.0,120.0,"/m/019jd,/m/034srq,/m/03m9d0z,/m/05kq4,/m/0hsrw,/t/dd00092","['/m/019jd', '/m/034srq', '/m/03m9d0z', '/m/05kq4', '/m/0hsrw', '/t/dd00092']","['Sounds of things', 'Natural Sounds', 'Natural Sounds', 'Natural Sounds', 'Sounds of things', 'Natural Sounds']",6,6
3000,6qlfodh49BA,0.0,3.0,"/m/03wwcy,/m/07r67yg","['/m/03wwcy', '/m/07r67yg']","['Sounds of things', 'Sounds of things']",2,2
3001,6qmGCfCrU6w,20.0,30.0,"/m/01z5f,/m/068hy,/m/0bt9lr,/m/0ghcn6,/m/0jbk","['/m/01z5f', '/m/068hy', '/m/0bt9lr', '/m/0ghcn6', '/m/0jbk']","['Animal', 'Animal', 'Animal', 'Animal', 'Animal']",5,5
3002,6qtqDXeovbA,60.0,70.0,"/m/068hy,/m/07q6cd_,/m/0bt9lr,/m/0jbk","['/m/068hy', '/m/07q6cd_', '/m/0bt9lr', '/m/0jbk']","['Animal', 'Sounds of things', 'Animal', 'Animal']",4,4
3003,6quVNuz_sIs,30.0,40.0,/m/05_wcq,['/m/05_wcq'],['Animal'],1,1
3004,6r72v1BpNvI,30.0,40.0,"/m/0939n_,/m/09x0r","['/m/0939n_', '/m/09x0r']","['Human Sounds', 'Human Sounds']",2,2
3005,6rCfhF-fNb4,30.0,40.0,"/m/01v1d8,/m/04rlf","['/m/01v1d8', '/m/04rlf']","['Music', 'Music']",2,2
3006,6rJrrfRO3cA,490.0,500.0,"/m/02z32qm,/m/04rlf,/m/09x0r","['/m/02z32qm', '/m/04rlf', '/m/09x0r']","['Sounds of things', 'Music', 'Human Sounds']",3,3
3007,6rTnFRkcNYs,170.0,180.0,"/m/0642b4,/m/09x0r","['/m/0642b4', '/m/09x0r']","['Sounds of things', 'Human Sounds']",2,2
3008,6rsLfmxzGlM,120.0,130.0,"/m/07yv9,/m/09ct_,/m/09x0r","['/m/07yv9', '/m/09ct_', '/m/09x0r']","['Sounds of things', 'Sounds of things', 'Human Sounds']",3,3
3009,6s-smRjmHYM,190.0,200.0,"/m/09x0r,/m/0ytgt,/t/dd00013","['/m/09x0r', '/m/0ytgt', '/t/dd00013']","['Human Sounds', 'Human Sounds', 'Human Sounds']",3,3
3010,6sWVG6GyJBU,110.0,120.0,"/m/04rlf,/t/dd00034","['/m/04rlf', '/t/dd00034']","['Music', 'Music']",2,2
3011,6scK5HLdh1o,0.0,10.0,/m/027m70_,['/m/027m70_'],['Music'],1,1
3012,6se-2qAjyO4,40.0,50.0,"/m/01yrx,/m/02yds9,/m/068hy,/m/0jbk","['/m/01yrx', '/m/02yds9', '/m/068hy', '/m/0jbk']","['Animal', 'Animal', 'Animal', 'Animal']",4,4
3013,6sy6SC3XuMU,90.0,100.0,"/m/01j3sz,/m/09x0r,/t/dd00001","['/m/01j3sz', '/m/09x0r', '/t/dd00001']","['Human Sounds', 'Human Sounds', 'Human Sounds']",3,3
3014,6tZkddJiMT4,7.0,17.0,/m/07p78v5,['/m/07p78v5'],['Source-ambiguous sounds'],1,1
3015,6tbnQvpEV_g,110.0,120.0,"/m/07p9k1k,/m/0dxrf","['/m/07p9k1k', '/m/0dxrf']","['Source-ambiguous sounds', 'Sounds of things']",2,2
3016,6tgqKy43vmw,270.0,280.0,"/m/04rlf,/t/dd00127","['/m/04rlf', '/t/dd00127']","['Music', 'Channel environment and background']",2,2
3017,6u14wxqIlZ4,30.0,40.0,"/m/01yrx,/m/04rlf,/m/07qrkrw,/m/0jbk","['/m/01yrx', '/m/04rlf', '/m/07qrkrw', '/m/0jbk']","['Animal', 'Music', 'Animal', 'Animal']",4,4
3018,6uH-Wj6smUQ,30.0,40.0,"/m/02rhddq,/m/09x0r","['/m/02rhddq', '/m/09x0r']","['Sounds of things', 'Human Sounds']",2,2
3019,6uIOGE36tWo,110.0,120.0,"/m/01kcd,/m/01wy6","['/m/01kcd', '/m/01wy6']","['Music', 'Music']",2,2
3020,6uLtyzRgmyI,170.0,180.0,"/m/015lz1,/m/02sgy","['/m/015lz1', '/m/02sgy']","['Human Sounds', 'Music']",2,2
3021,6utV85ZQA94,30.0,40.0,"/m/07bjf,/m/09x0r","['/m/07bjf', '/m/09x0r']","['Sounds of things', 'Human Sounds']",2,2
3022,6vDMRkvF4f4,310.0,320.0,"/m/01h3n,/m/03vt0,/m/09f96,/m/09xqv,/m/0h2mp","['/m/01h3n', '/m/03vt0', '/m/09f96', '/m/09xqv', '/m/0h2mp']","['Animal', 'Animal', 'Animal', 'Animal', 'Animal']",5,5
3023,6vcpZCbAd1U,1.0,11.0,"/m/07qmpdm,/m/09x0r","['/m/07qmpdm', '/m/09x0r']","['Source-ambiguous sounds', 'Human Sounds']",2,2
3024,6vv_w-TvcrY,120.0,130.0,"/m/01h3n,/m/03vt0,/m/0h2mp","['/m/01h3n', '/m/03vt0', '/m/0h2mp']","['Animal', 'Animal', 'Animal']",3,3
3025,6wAyJnF4Q6Y,200.0,210.0,"/m/023vsd,/m/07pdjhy","['/m/023vsd', '/m/07pdjhy']","['Sounds of things', 'Source-ambiguous sounds']",2,2
3026,6wG8ayyFfv0,90.0,100.0,"/m/04rlf,/m/07yv9,/m/09x0r,/m/0h9mv,/m/0k4j,/m/0ltv","['/m/04rlf', '/m/07yv9', '/m/09x0r', '/m/0h9mv', '/m/0k4j', '/m/0ltv']","['Music', 'Sounds of things', 'Human Sounds', 'Sounds of things', 'Sounds of things', 'Sounds of things']",6,6
3027,6wOven-bvuc,70.0,80.0,"/m/04rlf,/t/dd00032","['/m/04rlf', '/t/dd00032']","['Music', 'Music']",2,2
3028,6wg3GJZk7Q0,30.0,40.0,"/m/01yrx,/m/04rlf,/m/068hy,/m/07qrkrw,/m/0jbk","['/m/01yrx', '/m/04rlf', '/m/068hy', '/m/07qrkrw', '/m/0jbk']","['Animal', 'Music', 'Animal', 'Animal', 'Animal']",5,5
3029,6x3vVQkwnZ4,70.0,80.0,"/m/0k65p,/t/dd00125","['/m/0k65p', '/t/dd00125']","['Human Sounds', 'Channel environment and background']",2,2
3030,6xJW7foStBY,120.0,130.0,/m/0dl5d,['/m/0dl5d'],['Music'],1,1
3031,6xgrSnsFSnk,0.0,10.0,"/m/04rlf,/m/09x0r,/t/dd00121","['/m/04rlf', '/m/09x0r', '/t/dd00121']","['Music', 'Human Sounds', 'Source-ambiguous sounds']",3,3
3032,6xwYlluHhXs,0.0,10.0,"/m/07rknqz,/m/07yv9,/m/0h9mv,/m/0k4j,/m/0ltv","['/m/07rknqz', '/m/07yv9', '/m/0h9mv', '/m/0k4j', '/m/0ltv']","['Sounds of things', 'Sounds of things', 'Sounds of things', 'Sounds of things', 'Sounds of things']",5,5
