YTID,start_seconds,end_seconds,positive_labels
esTCAafs-kY,0.0,10.0,/m/07qjznt
esU_ynI1CX8,20.0,30.0,"/m/01jg02,/m/01jg1z"
eukTEYuvP_A,30.0,40.0,"/m/09ct_,/m/0k5j"
ev6klttgYRc,50.0,60.0,"/m/09x0r,/t/dd00088"
ext7avks0Jk,17.0,27.0,"/m/07qz6j3,/t/dd00002"
ey6ianSkS6A,30.0,40.0,"/m/07qdb04,/m/09ddx,/m/09x0r,/m/0jbk"
f3Lvn8bGRh4,190.0,200.0,"/m/03qtwd,/m/04rlf,/m/07rwj3x,/m/09x0r"
f47LeLK_ucU,30.0,40.0,/m/0790c
f6v9gp1xyPM,30.0,40.0,"/m/03kmc9,/m/0dgbq"
f9c_1p9Mte8,140.0,150.0,"/g/122z_qxw,/m/07pbtc8,/m/09x0r"
fCljzvhZR4I,30.0,40.0,/m/03qc9zr
fCqHSy0qflM,80.0,90.0,"/m/085jw,/m/0l14j_"
fDlIO__7vv0,10.0,20.0,"/m/01b_21,/m/09x0r"
fJ36wVWhiio,40.0,50.0,"/m/04rlf,/m/07rn7sz"
fJ9l3RlbXs4,130.0,140.0,"/m/02mk9,/m/07yv9,/t/dd00130"
fKWioWO1XH8,30.0,40.0,"/m/04rlf,/m/09ct_,/m/09x0r"
fKqyQWuqWMk,260.0,270.0,"/m/02bxd,/m/04rlf"
fL4gKimEsBA,360.0,370.0,"/m/01h8n0,/m/07c52,/m/09x0r"
fLcfd_-j0tA,70.0,80.0,"/m/012f08,/m/02mk9,/m/05r5wn,/m/07yv9,/m/09x0r,/m/0k4j"
fN84iIt7OWI,30.0,40.0,"/m/03dnzn,/m/0838f"
fO-QAPv2kYM,160.0,170.0,/m/024dl
fSh9xlPo7vk,510.0,520.0,"/m/07p6mqd,/m/09x0r,/m/0ytgt"
fT8FTHEHfzo,0.0,4.0,/m/0c1dj
fUklZ6lUsuI,70.0,80.0,/m/0326g
fVPgN06gNnA,30.0,40.0,"/m/015y_n,/m/04rlf"
fWd_b0IOsGM,30.0,40.0,"/m/04cvmfc,/m/0cdnk"
fZSTpXyty9Q,130.0,140.0,"/m/02qldy,/m/06bz3,/m/09x0r"
fb3tkqbMBPA,180.0,190.0,"/m/04rlf,/m/07s8j8t"
fcNl0kBRDKg,12.0,22.0,"/m/04rlf,/m/07qdb04,/m/09ddx"
fdmUsDbesFc,0.0,7.0,/m/0dl83
ffDjx9fnS5s,370.0,380.0,/m/07s02z0
fjJ36C0MZys,250.0,260.0,"/m/07mzm6,/m/09x0r"
flWgEk6Fga0,0.0,10.0,"/m/046dlr,/m/04rlf"
fm4gsZibPs0,80.0,90.0,"/m/01x3z,/m/04rlf,/m/05fw6t"
fnPmaZ00gic,0.0,10.0,"/m/04rlf,/m/09x0r,/t/dd00121,/t/dd00125"
fpWdNeGCKqc,40.0,50.0,"/m/0463cq4,/t/dd00002"
fu1zSYsrkbc,10.0,20.0,"/m/04rlf,/m/0m0jc,/t/dd00129"
fxWReqUq-y4,460.0,470.0,/m/07s12q4
fzORTrZFfRQ,360.0,370.0,/m/06bz3
fzm5Tcf5_MU,30.0,40.0,"/m/04rlf,/m/07pjwq1,/m/09x0r"
g-Lzi2zBQXg,70.0,80.0,"/m/04rlf,/t/dd00036"
g1RUX6V-bcA,530.0,540.0,"/m/01jt3m,/m/0838f"
g2tRAxYP9YQ,170.0,180.0,"/m/014yck,/m/07yv9,/m/09x0r,/m/0cmf2,/m/0k5j,/t/dd00128"
g5oKCEbc_dI,18.0,28.0,"/m/04rlf,/m/07rwj3x"
g7IS2KxZzOo,230.0,240.0,/m/0164x2
g7PaLSUHQX0,390.0,400.0,/m/05_wcq
g7f_PNXDDPA,290.0,300.0,"/m/07s04w4,/m/09x0r"
g974exoDt5g,20.0,30.0,"/m/02p01q,/m/07pdjhy,/m/083vt"
gDH_OcepG4s,30.0,40.0,"/m/0199g,/m/07yv9,/t/dd00125"
gEHu1i3csEM,500.0,510.0,"/m/02_nn,/m/04rlf"
gGYIXl2u47w,170.0,180.0,/m/03l9g
gJZFFCUQvNo,0.0,10.0,"/m/026fgl,/m/0dwsp,/m/0dwtp"
gKMBk3js7e0,90.0,100.0,"/m/03cczk,/m/04rlf,/m/04rmv,/m/0jbk"
gM0tP5XOHZ4,30.0,40.0,"/m/07r_80w,/m/09d5_"
gOGAQpCc3xY,30.0,40.0,"/m/04rlf,/m/07rrlb6"
gPZscoUwABA,140.0,150.0,"/m/032s66,/m/04zjc"
gS6EJd0gxx8,80.0,90.0,/m/02_41
gSH1W5Aky_k,120.0,130.0,"/m/04rlf,/m/07p6mqd,/m/09x0r,/t/dd00129"
gTL6LDcZh6o,20.0,30.0,"/m/032n05,/m/0jbk"
gTLVFxzj6CE,510.0,520.0,"/m/012f08,/m/07phhsh,/m/07yv9,/m/0btp2,/m/0k4j"
gTfZfybA1jo,10.0,20.0,"/m/07pqn27,/m/07qwdck"
gU1PDdat7Nw,170.0,180.0,"/m/0195fx,/m/01g50p,/m/06d_3,/m/07jdr"
gVfqMDr86Ks,30.0,40.0,"/m/04rmv,/m/09x0r"
gZiIK5M01jI,240.0,250.0,"/m/015lz1,/m/04rlf,/t/dd00034"
gZrxUx_rZEw,30.0,40.0,"/m/026fgl,/m/0f8s22"
ga09o-_3tbI,0.0,10.0,"/m/015jpf,/m/09x0r"
gaSh66CPny8,120.0,130.0,/m/0llzx
gacHCaK5BKY,220.0,230.0,"/m/04rlf,/m/07kc_"
gb_8W9aBTSU,20.0,30.0,"/m/03dnzn,/m/0838f"
gg4mF4xZjfM,10.0,20.0,"/m/03kmc9,/m/0dgbq"
ggNSbi9Ss3s,30.0,40.0,"/m/085jw,/m/0l14j_"
gkRzab_dFG0,260.0,270.0,/m/09t49
gpKNvm70bsE,430.0,440.0,/m/0j2kx
gqlJx0TCnZw,140.0,150.0,/m/04fq5q
gr2eoqdqtIY,30.0,40.0,/m/0dv3j
grHdbxhzaYc,190.0,200.0,/m/0fx9l
grs8dpaAM5o,440.0,450.0,/m/0lyf6
gsc_hF1Q88M,11.0,21.0,"/m/04rlf,/m/07r660_,/m/09x0r"
gsiHd1slzFg,20.0,30.0,"/m/01jt3m,/t/dd00088"
gt_ubPDwXac,70.0,80.0,/m/0fx9l
guRjcFOllIk,30.0,40.0,"/m/04rlf,/m/07qdb04,/m/09x0r"
gwwvvcEPm9M,0.0,7.0,"/m/025rv6n,/m/07qn5dc,/m/09b5t"
gyVm1JCQeZM,30.0,40.0,"/m/02v2lh,/m/02w4v,/m/04rlf,/m/04szw"
gymLsR9WSkk,430.0,440.0,"/m/01m2v,/m/09x0r"
h2EILZyumK0,0.0,5.0,"/m/02dgv,/m/02y_763"
h2Tb9weUZA4,110.0,120.0,"/m/03q5_w,/m/09x0r,/t/dd00129"
h3sdlpcV-rM,30.0,40.0,"/m/04rlf,/m/07hvw1,/m/09x0r"
h5IRNNXdpgc,320.0,330.0,"/m/01jt3m,/m/0838f"
h5bmV5KUwWA,10.0,20.0,/m/01wy6
h5q-MIrP_Ic,110.0,120.0,"/g/122z_qxw,/m/09x0r,/m/0g6b5,/t/dd00128"
h6mbtWmkgNY,30.0,40.0,"/m/04rlf,/m/07q6cd_"
h8dcYjx_LJ8,30.0,40.0,"/m/03mb9,/m/03r5q_,/m/04rlf,/m/05rwpb,/m/09x0r,/m/0gywn"
h8hEaXV9r0c,60.0,70.0,"/m/01bns_,/m/0d8_n"
h9roLSjS7Zw,16.0,26.0,/m/01s0vc
hAWnwjMmDO4,30.0,40.0,"/m/032s66,/m/0_1c"
hC06ELfmfrs,510.0,520.0,"/m/01yg9g,/m/07yv9,/t/dd00065"
hCy6R4_t4EY,180.0,190.0,/m/030rvx
hG1l66pQaAY,20.0,30.0,"/m/068hy,/m/09x0r,/m/0bt9lr,/m/0ghcn6,/m/0jbk"
hGaDRwEjelU,70.0,80.0,/m/02x984l
hII5lOqV22s,160.0,170.0,"/m/02p3nc,/m/02zsn,/m/04rlf,/m/09x0r"
hKZ1R1DYAWo,80.0,90.0,"/m/01p970,/m/026t6,/m/0l14md"
hMAc8GD4tRg,30.0,40.0,"/m/04rlf,/t/dd00033"
hNB0Rgb54uI,70.0,80.0,"/m/085jw,/m/0l14j_"
hRPIX2sgAhw,300.0,310.0,/m/07pt_g0
hReFgfvHgMY,30.0,40.0,/t/dd00006
hRfCa82Os-s,280.0,290.0,/m/07qcpgn
hUyeJCYfh80,30.0,40.0,"/m/01rd7k,/m/025rv6n,/m/07svc2k"
hVZKJt4WzxM,20.0,30.0,/m/0gywn
hWJ8NjKw8cU,60.0,70.0,"/m/068hy,/m/06h7j,/m/0bt9lr,/m/0jbk"
h_7O2NITFsQ,30.0,40.0,/m/07r4gkf
heAw4z71lvo,9.0,19.0,"/m/028ght,/m/09x0r"
hfLDaS154sQ,210.0,220.0,"/m/04rlf,/t/dd00037"
hfz5j1TNRWM,0.0,10.0,/m/015jpf
hkwtu74CTSQ,0.0,5.0,"/m/01s0vc,/m/04rlf"
hoH_dauvJhE,30.0,40.0,"/m/04rlf,/m/07pkxdp"
hpNld01fabU,50.0,60.0,/m/096m7z
hpmus9iJwDg,370.0,380.0,"/m/07p6mqd,/m/09x0r,/t/dd00129"
hrNMjBR-HYQ,320.0,330.0,"/m/018w8,/m/09x0r"
hrcogR6-wcE,160.0,170.0,"/m/02_nn,/m/09x0r"
htymtx8_YB8,30.0,40.0,"/m/05rj2,/m/09x0r"
huPKd-c_5OY,130.0,140.0,"/m/01hsr_,/m/02zsn,/m/09x0r"
hzAKfbYwI9A,20.0,30.0,"/m/025rv6n,/m/07qn5dc,/m/07st89h,/m/09b5t"
hzEo0DRl8l4,30.0,40.0,"/m/01y3hg,/m/09x0r,/m/0c3f7m"
i-UZRxvT9s4,0.0,10.0,"/m/01x3z,/m/04rlf"
i-q5XKBVGWI,30.0,40.0,"/m/032s66,/m/04zjc"
i01v4hjbMlA,30.0,40.0,"/m/019jd,/m/06q74"
i2Co0gELL6w,190.0,200.0,"/m/03cczk,/m/07pdhp0"
i3ZYtfV50FA,140.0,150.0,"/m/013y1f,/m/01s0ps,/m/03gvt,/m/03xq_f,/m/05148p4,/m/05r5c"
i3mQ9DLYf90,30.0,40.0,"/m/015lz1,/m/04rlf,/m/0ytgt,/t/dd00005"
i8qBkZiuRl0,0.0,8.0,/m/07r67yg
i9QDmJWTCgs,30.0,40.0,"/m/015lz1,/m/0k65p"
iCB6boYRyxM,310.0,320.0,"/m/07rrlb6,/m/0838f,/m/09x0r"
iCcm_XcBpyw,90.0,100.0,"/m/07pjwq1,/m/09x0r"
iCdolv9MFG8,150.0,160.0,"/m/04rlf,/m/0l14qv"
iDFEUfS4r_A,120.0,130.0,"/m/04rlf,/m/0gywn"
iIuYKbnc3Fo,50.0,60.0,/m/02y_763
iKbuJh5GYF4,30.0,40.0,"/m/09x0r,/t/dd00018"
iLQBKyFll84,10.0,20.0,"/m/07r660_,/m/09x0r,/t/dd00129"
iNt22gyjYgQ,30.0,40.0,"/m/04rlf,/m/0m0jc"
iQQxF0mQi9Q,30.0,40.0,"/m/07pdhp0,/m/09x0r"
iRF-3yG8D30,0.0,10.0,"/m/04rlf,/t/dd00127"
iRbyI39B-kQ,90.0,100.0,"/m/01j3sz,/m/09x0r,/t/dd00001"
iRrlIORqOS8,10.0,20.0,"/m/015lz1,/m/028sqc,/m/04rlf"
iT0_wwcRMQg,30.0,40.0,"/m/019jd,/m/056ks2"
iT9zHI02zDo,160.0,170.0,"/m/015jpf,/m/01z47d,/m/04rlf,/m/09x0r"
iVBoBJ-nNAo,30.0,40.0,"/m/09x0r,/m/0c2wf"
iVSm-rYJH7Y,480.0,490.0,"/m/032n05,/m/04rlf"
iWgN-nGF3i4,120.0,130.0,"/m/01kcd,/m/07gql"
iYIOYQcs-cI,30.0,40.0,"/m/0145m,/m/026z9,/m/03mb9,/m/04rlf,/m/06j6l,/m/07gxw,/m/07s72n,/m/08cyft,/m/0ggx5q"
iaWAlnr4dU8,140.0,150.0,"/m/05tny_,/m/09x0r,/t/dd00136"
ibfk3CwArcQ,30.0,40.0,/m/07sq110
ig0P1xrta2c,170.0,180.0,"/m/015lz1,/m/04rlf,/m/05lls"
igEY2h1v8os,30.0,40.0,/m/07r4gkf
impVK34Vhc4,120.0,130.0,"/m/02rtxlg,/m/09x0r"
intUiX4KXkc,30.0,40.0,/m/027m70_
ipBEhkMzNzM,30.0,40.0,"/m/04rlf,/m/06cqb"
iq6XFX0Ijl8,10.0,20.0,"/m/04rlf,/m/07rjzl8,/m/09x0r"
itAJKYgasxo,70.0,80.0,"/m/07rrlb6,/m/09x0r,/m/0ytgt"
itVlKz7wP6U,10.0,20.0,"/m/025wky1,/m/09x0r"
ituM79Yjw3E,30.0,40.0,"/m/09x0r,/t/dd00127"
ity1vO-OyDM,80.0,90.0,"/m/04rlf,/m/05zppz,/m/09x0r"
iy92phrdo2A,280.0,290.0,"/m/07pqc89,/m/09x0r"
j-b6JikTLFY,0.0,10.0,"/m/07p6fty,/m/09x0r"
j01x2lAFRwk,160.0,170.0,"/m/018vs,/m/0342h,/m/04rlf,/m/04szw,/m/0fx80y"
j1MK2re7goU,30.0,40.0,"/m/085jw,/m/0l14j_"
j1ag9iK0wB0,30.0,40.0,/m/07plct2
j2RHdm5hV7g,16.0,26.0,"/m/07bgp,/m/07q0h5t"
j35xFL9v99Q,500.0,510.0,"/m/01h3n,/m/03vt0,/m/0h2mp"
j4xCqaC6mks,510.0,520.0,"/m/015vgc,/m/04rlf,/m/04szw,/m/0ggq0m"
j6y3Gt4BjyA,30.0,40.0,"/m/085jw,/m/0l14l2"
j84a5E2PjvI,10.0,20.0,"/m/04gxbd,/m/09x0r"
jA6z8Le1-ZE,190.0,200.0,"/m/018j2,/m/04rlf"
jJ8Tpm1E33A,30.0,40.0,"/m/01h82_,/m/07pb8fc,/m/07yv9"
jLwA0PtHvxk,3.0,13.0,"/m/024dl,/m/0c1dj"
jNzvh6rlFwg,190.0,200.0,"/m/04rlf,/m/07rjzl8"
jOwibmxQe8M,30.0,40.0,"/m/015lz1,/m/04rlf,/m/05fw6t,/m/074ft"
jPFrDlhKSzk,0.0,10.0,"/m/04rlf,/m/05fw6t,/m/09x0r,/t/dd00121"
jQateaQ6xkw,60.0,70.0,/m/0cj0r
jSLUMk6B_5A,230.0,240.0,"/m/025_jnm,/m/09x0r,/t/dd00125"
jU_RBZd9hfM,270.0,280.0,"/m/04rlf,/m/07rrh0c,/m/09x0r,/t/dd00126"
jUyJn-SpyAo,280.0,290.0,"/m/06wzb,/m/07rjwbb"
jWjqXjeGtHE,16.0,26.0,/m/07pzfmf
jbVDJwBB78M,10.0,20.0,"/m/01kcd,/m/06ncr"
jjSWxBE4L8g,90.0,100.0,"/m/0199g,/m/07yv9,/t/dd00129"
joT4HP_Mu0s,90.0,100.0,"/m/01p970,/m/028sqc,/m/04rlf,/m/04szw"
jotE032i05c,190.0,200.0,"/m/06mb1,/m/07r10fb,/m/0jb2l,/m/0ngt1,/t/dd00038"
jqY5TXXcA_o,30.0,40.0,"/m/02cjck,/m/04rlf,/m/07pp8cl,/m/09x0r"
jqxAfBnfpMk,140.0,150.0,"/m/04rlf,/m/06bxc"
js-pyttujnk,360.0,370.0,"/m/04fq5q,/m/04rlf"
jsc9aEqJjGc,0.0,10.0,"/m/03r5q_,/m/04rlf"
jtDj9jPZOEs,300.0,310.0,/m/05rj2
jtarHT5uAiw,30.0,40.0,"/m/04rlf,/m/07qw_06"
juTRjYbgH0U,10.0,20.0,"/m/07rjzl8,/m/083vt,/m/09x0r"
jui8CtB7NOM,0.0,10.0,"/m/04rlf,/m/07rkbfh,/m/09x0r"
jvWhqjNARbI,30.0,40.0,"/m/078jl,/m/07rjwbb"
jxSISGPv2gc,400.0,410.0,"/m/03m5k,/m/07y_7,/m/0d8_n,/m/0l14_3"
jxm95dSZwrw,540.0,550.0,"/m/04rlf,/m/07p78v5"
jxsYH_vjW2I,220.0,230.0,"/m/015lz1,/m/05r6t"
k0lNRkCFgow,200.0,210.0,"/m/01jt3m,/m/0838f,/t/dd00088"
k1EYQ5lHk9g,0.0,10.0,/m/07qfgpx
k1IBejDIg3s,320.0,330.0,/m/02cz_7
k2duS1TbgNE,140.0,150.0,"/m/0342h,/m/04rlf,/m/06w87,/m/0fx80y"
k49LOWI5J9w,280.0,290.0,/m/07pqc89
k4JrZQfpLt4,410.0,420.0,"/m/025rv6n,/m/07qn5dc,/m/07st89h,/m/09b5t"
k4UGXjMosTg,100.0,110.0,"/m/01h8n0,/m/09x0r"
k5BH4oAEENU,50.0,60.0,"/m/04rlf,/m/06_fw,/t/dd00128"
k5acbkeWadw,70.0,80.0,/m/07pjjrj
k6T_V_qNXqE,400.0,410.0,"/m/01h3n,/m/03vt0,/m/0h2mp"
k6zxiBFJTs4,20.0,30.0,/m/02cz_7
k7UXowXh__4,30.0,40.0,"/m/07pp8cl,/m/09x0r"
k8RI7s9LvUg,20.0,30.0,"/m/025td0t,/m/04rlf"
k8jLnAucbQI,28.0,38.0,"/m/07bgp,/m/07q0h5t,/m/09x0r"
k9k0uIya9CQ,380.0,390.0,"/m/07qfr4h,/m/09x0r,/t/dd00126"
kCtlkFSOo9o,110.0,120.0,"/m/068zj,/m/07prgkl,/m/0jbk"
kDlRT7qfje4,70.0,80.0,"/m/07pl1bw,/m/083vt"
kE4rIrBxe48,310.0,320.0,"/m/07qc9xj,/m/09x0r"
kKvWJdGJzx8,50.0,60.0,"/m/04cvmfc,/m/0k65p"
kNLZzx-cVV8,10.0,20.0,/m/07ryjzk
kNVmUxvzNi8,540.0,550.0,"/m/03wwcy,/m/04rlf,/m/09x0r,/t/dd00129"
kP1ysCvMSWI,10.0,20.0,"/m/04rlf,/m/07rrh0c,/m/09x0r"
kRVBZ5zZUdU,70.0,80.0,"/m/07q6cd_,/t/dd00125"
kU9CH-9oTs8,100.0,110.0,"/m/068hy,/m/09x0r,/m/0ghcn6,/m/0jbk"
kXHb-mZ4YVU,180.0,190.0,/m/046dlr
kXKrnLRp69U,30.0,40.0,/m/07s34ls
kYSCGPzGleA,29.0,39.0,"/m/01xq0k1,/m/07rpkh9,/m/0ch8v"
kYfH6OmGgmA,50.0,60.0,"/m/02v2lh,/m/04rlf"
kZE1A_eeyNM,420.0,430.0,/m/07szfh9
kZGf-nqswT4,10.0,20.0,/m/01z47d
k_5zELmun9E,30.0,40.0,"/m/04rlf,/m/08cyft"
k_Crj67u6_U,10.0,20.0,"/m/03dnzn,/m/0838f"
kcNdIGJpvLM,30.0,40.0,/m/0c2wf
kdlsA_olfVs,100.0,110.0,"/m/015lz1,/m/04rlf,/m/0ln16"
ki9BYUdw7ag,120.0,130.0,/m/07ryjzk
kk2vDHnk060,20.0,30.0,"/m/01d3sd,/m/09x0r"
kn-o-REucNY,50.0,60.0,/m/0242l
knHnuYdzlGg,90.0,100.0,"/m/015lz1,/m/04rlf,/m/07p6fty,/t/dd00126"
kop1p3bRbNI,10.0,20.0,"/m/025rv6n,/m/07qn5dc,/m/07st89h,/m/09b5t"
ktiIeVqXtUg,30.0,40.0,/m/07pn_8q
kvVFax9ObDQ,290.0,300.0,/m/05pd6
kx5L4FZboRw,100.0,110.0,/m/06j64v
kzVbcE4NiRo,260.0,270.0,"/m/03v3yw,/m/09x0r,/m/0k4j,/t/dd00128"
l02zrr6FC9M,40.0,50.0,"/m/0463cq4,/m/07r660_,/m/09x0r,/t/dd00002"
l3cPOk6f4CE,370.0,380.0,"/m/01kcd,/m/0319l"
l5RBQic58Bk,0.0,3.0,/m/07s2xch
l5rYXr0uxFw,60.0,70.0,"/m/01280g,/m/09x0r,/m/0cdnk,/m/0jbk"
l6NOiHLypU4,220.0,230.0,"/m/01jt3m,/m/0838f"
l8suYZY8q1I,30.0,40.0,/m/07s34ls
lFWIKXZX-GA,30.0,40.0,"/m/04rlf,/m/0gywn"
lGKcsTLBAvw,10.0,20.0,/m/02fxyj
lKRyH-hoSWE,10.0,20.0,"/m/09x0r,/t/dd00121"
lLKtftv_ku8,5.0,15.0,"/m/04k94,/m/07qlwh6,/m/07r5v4s"
lSJFfkii_Gg,320.0,330.0,"/m/02rtxlg,/m/07qcx4z,/m/09x0r"
lSaiA2tIgw0,100.0,110.0,/m/07sr1lc
lUP2iPc4i3Q,10.0,20.0,"/m/01yrx,/m/03lty,/m/04rlf,/m/068hy,/m/07qrkrw,/m/07r81j2,/t/dd00003"
lY-Eh_tQtII,30.0,40.0,"/m/04rlf,/m/07qrkrw"
laHuV00LwLI,30.0,40.0,"/m/03kmc9,/m/0dgbq"
lacvOs_2sxw,20.0,30.0,"/m/0342h,/m/04rlf,/m/04szw,/m/07m2kt,/m/0g12c5"
lbIeTwkOrZo,30.0,40.0,"/m/02qldy,/m/09x0r"
lcHxU6r6CE8,0.0,10.0,"/m/04rlf,/m/09x0r,/m/0dv5r"
leafx-yErPE,10.0,20.0,/m/01jg1z
lgz16b8xKuQ,0.0,4.0,/m/07pc8lb
lifT5szrNyo,110.0,120.0,"/m/04rlf,/m/07pt_g0"
lim2KRJVpHQ,490.0,500.0,"/m/015lz1,/m/015vgc,/m/04rlf"
lmRgTQ6QxgE,30.0,40.0,/m/07qmpdm
lpxk0HOjgW4,5.0,15.0,/m/07pczhz
lqd0UgOglJU,40.0,50.0,"/m/019jd,/m/056ks2"
lrfyLyZbObc,30.0,40.0,"/m/04rlf,/m/04wptg"
lst8dwdCJAo,120.0,130.0,/m/0mkg
lvtn_PxRQm4,120.0,130.0,"/m/01b_21,/m/0dl9sf8"
lxtqxJsqHS4,110.0,120.0,/m/07n_g
lyYppbjAROE,520.0,530.0,/m/07plz5l
lyzn7VdQmsA,170.0,180.0,"/m/07r4k75,/m/09x0r"
m0W_WgQl_8c,30.0,40.0,"/m/04rlf,/m/04szw,/m/05rwpb,/m/064t9"
m3k49-2ZUp4,420.0,430.0,/m/07qw_06
m3pz2Kd1IPE,30.0,40.0,"/m/03vt0,/m/09f96,/m/0h2mp"
m4Z_WV_NE8Q,70.0,80.0,"/m/07pp8cl,/m/09x0r,/t/dd00125"
m4rvKYmgMPc,30.0,40.0,"/m/04rlf,/m/06h7j,/t/dd00128"
m7pJFsP8wtc,290.0,300.0,/g/122z_qxw
m9-xo9XN81M,30.0,40.0,"/m/07qlwh6,/m/09x0r"
mAF3DqBN-Z0,330.0,340.0,"/m/01g50p,/m/04zmvq,/m/06d_3,/m/07jdr"
mB9xawYAQOw,30.0,40.0,"/m/01lyv,/m/04rlf"
mBv7fHPICxo,0.0,10.0,"/m/025rv6n,/m/07st89h,/m/09b5t"
mIokWLGXMs4,30.0,40.0,"/m/04rlf,/m/09x0r,/m/0dl9sf8"
mJCXBevvrp0,30.0,40.0,/m/07qmpdm
mJY4khIQGck,140.0,150.0,"/m/068hy,/m/0bt9lr,/m/0ghcn6,/m/0jbk,/t/dd00129"
mKTaDGa-hCc,130.0,140.0,"/m/01p970,/m/026t6,/m/0l14md"
mObWGwbKQIQ,90.0,100.0,/m/02bxd
mPGmSYLlTTs,30.0,40.0,"/m/02fs_r,/m/09x0r"
mUPc_gquM0E,70.0,80.0,"/m/07q0h5t,/m/07q5rw0,/m/09x0r"
mUmZIVNvixE,30.0,40.0,"/m/07r_k2n,/m/09x0r"
mUvMGoyCiyI,300.0,310.0,"/m/01hsr_,/m/07s0dtb,/m/09x0r"
mXeBVF-1VOk,80.0,90.0,"/m/02rtxlg,/m/04rlf,/m/09x0r"
mXp9mYvD_eg,0.0,10.0,"/m/04rlf,/m/07q6cd_,/m/09x0r"
mY8nrRXgGXw,30.0,40.0,"/m/02x8m,/m/03lty,/m/04rlf,/m/05r6t,/m/064t9,/m/06j64v,/m/07sbbz2,/m/0dl5d,/m/0dls3"
mcfrsTaSX0Y,450.0,460.0,/m/0939n_
mdjjNCeVHlM,30.0,40.0,"/m/01swy6,/m/04rlf"
mfOv9rXBIas,40.0,50.0,/m/06rqw
mgadzk41_oM,10.0,20.0,/m/01jg1z
mgy63-kva7E,330.0,340.0,/m/07qfgpx
miolIDLT1MY,90.0,100.0,"/m/015lz1,/m/04rlf,/t/dd00031"
mjRn09RQjSw,80.0,90.0,/m/027m70_
mjSyG6qksOo,180.0,190.0,/m/02sgy
ml4jCmaysuk,90.0,100.0,/m/015y_n
mlhRmzInSeA,500.0,510.0,/m/07s12q4
mlyqHWMXEXY,530.0,540.0,/m/0mkg
mm3aJ78TXak,30.0,40.0,"/m/04rlf,/m/09x0r,/t/dd00002"
mmIAHgvIFDA,260.0,270.0,"/m/02p01q,/m/07pdjhy,/m/083vt"
mncRKLJKky4,13.0,23.0,/m/0dl83
mpS0tUb_4q8,60.0,70.0,"/m/06mb1,/m/07qwyj0"
mpgXBCjHfmY,30.0,40.0,"/m/016622,/m/0dwsp,/m/0dwtp,/m/0j45pbj"
mpvXIj1maK8,0.0,10.0,"/m/04rlf,/m/07phhsh"
mrlht2qDbuQ,90.0,100.0,/m/03cczk
mrua3fuQgHg,100.0,110.0,"/m/04rlf,/m/09x0r,/t/dd00121"
mtLO4RcFIG0,10.0,20.0,/m/0fd3y
mxgSJtIvyQg,170.0,180.0,"/m/019jd,/m/02rlv9,/m/03m9d0z"
mym2LZ1va6I,30.0,40.0,/m/07qfgpx
myzIiNfXJnY,400.0,410.0,/m/0150b9
myzjkrssNL8,30.0,40.0,"/m/04rlf,/m/0glt670"
mzEjk1mXMVM,390.0,400.0,"/m/09x0r,/m/0c2wf"
n-mILxgbGZk,270.0,280.0,"/m/01280g,/m/04rlf,/m/0cdnk,/m/0jbk"
n1IVntUseL4,190.0,200.0,"/m/015p6,/m/020bb7,/m/07pggtn,/m/07r_25d,/m/0h0rv"
n4bJkDNg7x0,140.0,150.0,"/m/03q5t,/m/05148p4"
n4dp-4JcUUA,270.0,280.0,"/m/01kcd,/m/01wy6"
n8auNvZoX3U,10.0,20.0,"/m/04rlf,/m/07pp8cl"
nAPqc1qJDEU,30.0,40.0,"/m/04rlf,/m/07qn4z3,/m/09x0r"
nBXgicwikvs,230.0,240.0,"/m/07p_0gm,/m/07rcgpl"
nDUrjUgjADE,30.0,40.0,"/m/025wky1,/m/04rlf,/m/09x0r"
nMFzsQ3sACs,60.0,70.0,"/m/015lz1,/m/04rlf,/m/0l14jd"
nOKO5l3HuvM,120.0,130.0,"/m/01g90h,/m/02_nn,/m/09x0r"
nRir6ObdoW4,180.0,190.0,"/m/03qc9zr,/m/04rlf,/m/09x0r"
nSNAWKJ3dxc,440.0,450.0,"/m/04rlf,/m/07qw_06"
nT2P0o562oU,0.0,10.0,/m/07pyy8b
nTKlaSJLHjE,30.0,40.0,"/m/03qjg,/m/085jw"
nUzYBgPZ3nQ,30.0,40.0,"/m/01sm1g,/m/0l14md"
nV5jWS1IIM0,240.0,250.0,"/m/02p01q,/m/07pdjhy,/m/083vt"
nW6Naj6eeI4,30.0,40.0,"/m/085jw,/m/0mkg"
nWBLuRyGgFk,30.0,40.0,"/m/068hy,/m/07qz6j3"
nYJe8FhF8b4,30.0,40.0,"/m/01kcd,/m/01wy6"
nYt3xyiIl-E,22.0,32.0,/m/07rbp7_
nZFu4WDhzSI,0.0,7.0,/m/07qwdck
nfdEAfLG7qQ,10.0,20.0,/m/01b_21
nj--ew0urEA,20.0,30.0,"/m/04rlf,/m/07r67yg,/m/0dwtp"
nkW1hLX1s2M,15.0,25.0,/m/07qmpdm
nkwIn8eyPmA,150.0,160.0,"/m/0283d,/m/04rlf,/m/07s72n"
npZ20rZkrLU,50.0,60.0,/m/07pyy8b
nqxLbLdoOkc,0.0,10.0,/m/01d3sd
nrvfnzD3ciA,30.0,40.0,"/m/0283d,/m/04rlf"
